Facility Name,Facility ID,State,Measure Name,Number of Discharges,Excess Readmission Ratio,Number of Readmissions,HCAHPS Measure ID,HCAHPS Question,HCAHPS Answer Description,Patient Survey Star Rating,Number of Completed Surveys,Survey Response Rate Percent
JOHN RANDOLPH MEDICAL CENTER,490020,VA,READM-30-COPD-HRRP,66.0,1.0264,13,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,3.0,448.0,17.0
JOHN RANDOLPH MEDICAL CENTER,490020,VA,READM-30-COPD-HRRP,66.0,1.0264,13,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,3.0,448.0,17.0
JOHN RANDOLPH MEDICAL CENTER,490020,VA,READM-30-COPD-HRRP,66.0,1.0264,13,H_STAR_RATING,Summary star rating,Summary star rating,3.0,448.0,17.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-PN-HRRP,681.0,0.9284,92,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-PN-HRRP,681.0,0.9284,92,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-PN-HRRP,681.0,0.9284,92,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,2.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-PN-HRRP,681.0,0.9284,92,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-PN-HRRP,681.0,0.9284,92,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,2.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-PN-HRRP,681.0,0.9284,92,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-PN-HRRP,681.0,0.9284,92,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-PN-HRRP,681.0,0.9284,92,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-PN-HRRP,681.0,0.9284,92,H_STAR_RATING,Summary star rating,Summary star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-HF-HRRP,1132.0,0.8509,176,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-HF-HRRP,1132.0,0.8509,176,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-HF-HRRP,1132.0,0.8509,176,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,2.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-HF-HRRP,1132.0,0.8509,176,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-HF-HRRP,1132.0,0.8509,176,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,2.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-HF-HRRP,1132.0,0.8509,176,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-HF-HRRP,1132.0,0.8509,176,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-HF-HRRP,1132.0,0.8509,176,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-HF-HRRP,1132.0,0.8509,176,H_STAR_RATING,Summary star rating,Summary star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-COPD-HRRP,235.0,0.9778,39,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-COPD-HRRP,235.0,0.9778,39,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-COPD-HRRP,235.0,0.9778,39,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,2.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-COPD-HRRP,235.0,0.9778,39,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-COPD-HRRP,235.0,0.9778,39,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,2.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-COPD-HRRP,235.0,0.9778,39,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-COPD-HRRP,235.0,0.9778,39,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-COPD-HRRP,235.0,0.9778,39,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-COPD-HRRP,235.0,0.9778,39,H_STAR_RATING,Summary star rating,Summary star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-CABG-HRRP,147.0,1.0268,15,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-CABG-HRRP,147.0,1.0268,15,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-CABG-HRRP,147.0,1.0268,15,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,2.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-CABG-HRRP,147.0,1.0268,15,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-CABG-HRRP,147.0,1.0268,15,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,2.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-CABG-HRRP,147.0,1.0268,15,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-CABG-HRRP,147.0,1.0268,15,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-CABG-HRRP,147.0,1.0268,15,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-CABG-HRRP,147.0,1.0268,15,H_STAR_RATING,Summary star rating,Summary star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-AMI-HRRP,622.0,0.8758,65,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-AMI-HRRP,622.0,0.8758,65,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-AMI-HRRP,622.0,0.8758,65,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,2.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-AMI-HRRP,622.0,0.8758,65,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-AMI-HRRP,622.0,0.8758,65,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,2.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-AMI-HRRP,622.0,0.8758,65,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-AMI-HRRP,622.0,0.8758,65,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-AMI-HRRP,622.0,0.8758,65,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,3.0,1263.0,22.0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,READM-30-AMI-HRRP,622.0,0.8758,65,H_STAR_RATING,Summary star rating,Summary star rating,3.0,1263.0,22.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-PN-HRRP,1178.0,1.238,251,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-PN-HRRP,1178.0,1.238,251,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-PN-HRRP,1178.0,1.238,251,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-PN-HRRP,1178.0,1.238,251,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,3.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-PN-HRRP,1178.0,1.238,251,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-PN-HRRP,1178.0,1.238,251,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-PN-HRRP,1178.0,1.238,251,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,3.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-PN-HRRP,1178.0,1.238,251,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-PN-HRRP,1178.0,1.238,251,H_STAR_RATING,Summary star rating,Summary star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-HF-HRRP,1076.0,1.079,240,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-HF-HRRP,1076.0,1.079,240,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-HF-HRRP,1076.0,1.079,240,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-HF-HRRP,1076.0,1.079,240,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,3.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-HF-HRRP,1076.0,1.079,240,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-HF-HRRP,1076.0,1.079,240,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-HF-HRRP,1076.0,1.079,240,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,3.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-HF-HRRP,1076.0,1.079,240,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-HF-HRRP,1076.0,1.079,240,H_STAR_RATING,Summary star rating,Summary star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-COPD-HRRP,327.0,1.133,74,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-COPD-HRRP,327.0,1.133,74,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-COPD-HRRP,327.0,1.133,74,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-COPD-HRRP,327.0,1.133,74,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,3.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-COPD-HRRP,327.0,1.133,74,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-COPD-HRRP,327.0,1.133,74,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-COPD-HRRP,327.0,1.133,74,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,3.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-COPD-HRRP,327.0,1.133,74,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-COPD-HRRP,327.0,1.133,74,H_STAR_RATING,Summary star rating,Summary star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-CABG-HRRP,118.0,1.0197,13,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-CABG-HRRP,118.0,1.0197,13,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-CABG-HRRP,118.0,1.0197,13,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-CABG-HRRP,118.0,1.0197,13,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,3.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-CABG-HRRP,118.0,1.0197,13,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-CABG-HRRP,118.0,1.0197,13,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-CABG-HRRP,118.0,1.0197,13,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,3.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-CABG-HRRP,118.0,1.0197,13,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-CABG-HRRP,118.0,1.0197,13,H_STAR_RATING,Summary star rating,Summary star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-AMI-HRRP,367.0,1.1192,59,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-AMI-HRRP,367.0,1.1192,59,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-AMI-HRRP,367.0,1.1192,59,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-AMI-HRRP,367.0,1.1192,59,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,3.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-AMI-HRRP,367.0,1.1192,59,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-AMI-HRRP,367.0,1.1192,59,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-AMI-HRRP,367.0,1.1192,59,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,3.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-AMI-HRRP,367.0,1.1192,59,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,2.0,2096.0,19.0
MARY WASHINGTON HOSPITAL,490022,VA,READM-30-AMI-HRRP,367.0,1.1192,59,H_STAR_RATING,Summary star rating,Summary star rating,2.0,2096.0,19.0
FAUQUIER HOSPITAL,490023,VA,READM-30-PN-HRRP,192.0,0.98,24,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,3.0,406.0,18.0
FAUQUIER HOSPITAL,490023,VA,READM-30-PN-HRRP,192.0,0.98,24,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,3.0,406.0,18.0
FAUQUIER HOSPITAL,490023,VA,READM-30-PN-HRRP,192.0,0.98,24,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,2.0,406.0,18.0
FAUQUIER HOSPITAL,490023,VA,READM-30-PN-HRRP,192.0,0.98,24,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,4.0,406.0,18.0
FAUQUIER HOSPITAL,490023,VA,READM-30-PN-HRRP,192.0,0.98,24,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,3.0,406.0,18.0
FAUQUIER HOSPITAL,490023,VA,READM-30-PN-HRRP,192.0,0.98,24,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,3.0,406.0,18.0
FAUQUIER HOSPITAL,490023,VA,READM-30-PN-HRRP,192.0,0.98,24,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,3.0,406.0,18.0
FAUQUIER HOSPITAL,490023,VA,READM-30-PN-HRRP,192.0,0.98,24,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,2.0,406.0,18.0
FAUQUIER HOSPITAL,490023,VA,READM-30-PN-HRRP,192.0,0.98,24,H_STAR_RATING,Summary star rating,Summary star rating,3.0,406.0,18.0
FAUQUIER HOSPITAL,490023,VA,READM-30-HF-HRRP,173.0,1.0867,40,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,3.0,406.0,18.0
FAUQUIER HOSPITAL,490023,VA,READM-30-HF-HRRP,173.0,1.0867,40,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,3.0,406.0,18.0
FAUQUIER HOSPITAL,490023,VA,READM-30-HF-HRRP,173.0,1.0867,40,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,2.0,406.0,18.0
FAUQUIER HOSPITAL,490023,VA,READM-30-HF-HRRP,173.0,1.0867,40,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,4.0,406.0,18.0
FAUQUIER HOSPITAL,490023,VA,READM-30-HF-HRRP,173.0,1.0867,40,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,3.0,406.0,18.0
FAUQUIER HOSPITAL,490023,VA,READM-30-HF-HRRP,173.0,1.0867,40,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,3.0,406.0,18.0
FAUQUIER HOSPITAL,490023,VA,READM-30-HF-HRRP,173.0,1.0867,40,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,3.0,406.0,18.0
FAUQUIER HOSPITAL,490023,VA,READM-30-HF-HRRP,173.0,1.0867,40,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,2.0,406.0,18.0
FAUQUIER HOSPITAL,490023,VA,READM-30-HF-HRRP,173.0,1.0867,40,H_STAR_RATING,Summary star rating,Summary star rating,3.0,406.0,18.0
FAUQUIER HOSPITAL,490023,VA,READM-30-COPD-HRRP,87.0,0.9631,11,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,3.0,406.0,18.0
FAUQUIER HOSPITAL,490023,VA,READM-30-COPD-HRRP,87.0,0.9631,11,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,3.0,406.0,18.0
FAUQUIER HOSPITAL,490023,VA,READM-30-COPD-HRRP,87.0,0.9631,11,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,2.0,406.0,18.0
FAUQUIER HOSPITAL,490023,VA,READM-30-COPD-HRRP,87.0,0.9631,11,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,4.0,406.0,18.0
FAUQUIER HOSPITAL,490023,VA,READM-30-COPD-HRRP,87.0,0.9631,11,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,3.0,406.0,18.0
FAUQUIER HOSPITAL,490023,VA,READM-30-COPD-HRRP,87.0,0.9631,11,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,3.0,406.0,18.0
FAUQUIER HOSPITAL,490023,VA,READM-30-COPD-HRRP,87.0,0.9631,11,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,3.0,406.0,18.0
FAUQUIER HOSPITAL,490023,VA,READM-30-COPD-HRRP,87.0,0.9631,11,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,2.0,406.0,18.0
FAUQUIER HOSPITAL,490023,VA,READM-30-COPD-HRRP,87.0,0.9631,11,H_STAR_RATING,Summary star rating,Summary star rating,3.0,406.0,18.0
CARILION MEDICAL CENTER,490024,VA,READM-30-PN-HRRP,742.0,0.8337,86,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,3.0,967.0,20.0
CARILION MEDICAL CENTER,490024,VA,READM-30-PN-HRRP,742.0,0.8337,86,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,3.0,967.0,20.0
CARILION MEDICAL CENTER,490024,VA,READM-30-PN-HRRP,742.0,0.8337,86,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,2.0,967.0,20.0
CARILION MEDICAL CENTER,490024,VA,READM-30-PN-HRRP,742.0,0.8337,86,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,3.0,967.0,20.0
CARILION MEDICAL CENTER,490024,VA,READM-30-PN-HRRP,742.0,0.8337,86,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,3.0,967.0,20.0
CARILION MEDICAL CENTER,490024,VA,READM-30-PN-HRRP,742.0,0.8337,86,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,2.0,967.0,20.0
CARILION MEDICAL CENTER,490024,VA,READM-30-PN-HRRP,742.0,0.8337,86,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,3.0,967.0,20.0
CARILION MEDICAL CENTER,490024,VA,READM-30-PN-HRRP,742.0,0.8337,86,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,4.0,967.0,20.0
CARILION MEDICAL CENTER,490024,VA,READM-30-PN-HRRP,742.0,0.8337,86,H_STAR_RATING,Summary star rating,Summary star rating,3.0,967.0,20.0
CARILION MEDICAL CENTER,490024,VA,READM-30-HF-HRRP,1040.0,0.9372,188,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,3.0,967.0,20.0
CARILION MEDICAL CENTER,490024,VA,READM-30-HF-HRRP,1040.0,0.9372,188,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,3.0,967.0,20.0
CARILION MEDICAL CENTER,490024,VA,READM-30-HF-HRRP,1040.0,0.9372,188,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,2.0,967.0,20.0
CARILION MEDICAL CENTER,490024,VA,READM-30-HF-HRRP,1040.0,0.9372,188,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,3.0,967.0,20.0
CARILION MEDICAL CENTER,490024,VA,READM-30-HF-HRRP,1040.0,0.9372,188,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,3.0,967.0,20.0
CARILION MEDICAL CENTER,490024,VA,READM-30-HF-HRRP,1040.0,0.9372,188,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,2.0,967.0,20.0
CARILION MEDICAL CENTER,490024,VA,READM-30-HF-HRRP,1040.0,0.9372,188,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,3.0,967.0,20.0
CARILION MEDICAL CENTER,490024,VA,READM-30-HF-HRRP,1040.0,0.9372,188,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,4.0,967.0,20.0
